,id,mean score
0,10,1.0
1,10000390-mickey,0.5
2,10000735-underworld,0.7875
3,10000966-siberia,0.8
4,10001054-gabriel_and_me,0.4
5,10002076-black_and_white,0.4
6,10002128-lola,0.8
7,10002457-ping_pong,0.675
8,10003276-criminal,0.6596153846153846
9,10003600-dog_eat_dog,0.4
10,10003660-americano,0.7
11,10003925-dead_end,0.6
12,10004050-bandwagon,0.6
13,10004288-running_scared,0.4616071428571429
14,10004352-going_the_distance,0.1
15,10004689-staircase,0.25
16,10004925-matador,0.6218750000000001
17,10005057-smile,0.51875
18,10005178-saint_ralph,0.5713157894736842
19,10005402-chaos,0.0625
20,10005403-the_baxter,0.4847222222222222
21,10005409-dirty_deeds,0.25833333333333336
22,1000581-alfie,0.7
23,10006109-magician,0.59375
24,1000626-all_about_eve,0.9555555555555555
25,10006270,0.48928571428571427
26,1000639-all_night_long,0.5
27,1000640-all_of_me,0.8375
28,10006537-grandmas_boy,
29,10006569-love,0.725
30,10006630-life_of_reilly,0.7403846153846154
31,10006848-the_motel,0.7250000000000001
32,10007139-park,0.40499999999999997
33,10007156-long_weekend,0.2
34,10007333-bon_cop_bad_cop,0.75
35,10007336-macbeth,0.44675925925925924
36,10007415-amazing_grace,0.6201388888888889
37,10007530-waiter,0.75
38,10007886-the_tigers_tail,0.48571428571428577
39,10007898-slipstream,0.465625
40,10007902-delirious,0.6838235294117647
41,10007947-ten,0.4355263157894737
42,10007985-happening,0.4807692307692308
43,10008005-moliere,0.5446428571428571
44,10008065-the_stranger,1.0
45,10008080-popcorn,0.2
46,10008259-festival,0.875
47,10008290-salon,0.3467948717948718
48,10008587-beverly_hills_chihuahua,0.5053030303030304
49,10008611-my_best_friends_girl,0.36000000000000004
50,10008618-return,0.5364583333333334
51,10008619-partner,0.5
52,10008621-run_fat_boy_run,0.5435185185185185
53,10008661-randy_and_the_mob,0.35
54,10008669-i'll_believe_you,0.5
55,10008678-wild_child,0.37916666666666665
56,10008706-house,0.3
57,10008742-my_sister_eileen,0.6
58,10008754-flawless,0.571969696969697
59,10008760-what_happens_in_vegas,0.41916666666666663
60,10008820-visitor,0.7829545454545456
61,10008830-bill,0.39999999999999997
62,10008938-turnabout,0.4
63,10009001-the_freshman,0.7833333333333333
64,10009055-rocker,0.5482142857142857
65,10009063-perfect_holiday,0.38999999999999996
66,10009083-land_of_the_lost,0.3953488372093023
67,1000915-and_god_created_woman,0.5
68,10009169-man_in_the_chair,0.5194444444444444
69,10009186-skippy,0.8
70,10009244-the_grand,0.55
71,10009253-the_hammer,0.6277777777777778
72,10009421-red,0.6016666666666667
73,10009462-g_force,0.45
74,10009469-the_other_man,0.4325
75,10009516-women,0.4156862745098039
76,10009596-old_dogs,0.25
77,10009598-surrogates,0.5088636363636364
78,10009623-hats_off,0.6142857142857142
79,10009624-promotion,0.5289473684210527
80,10009635-soul_men,0.5499999999999999
81,10009636-igor,0.48214285714285715
82,10009638-one_week,1.0
83,10009680-matador,0.5366666666666667
84,10009926-alvin_and_the_chipmunks_2,0.4009259259259259
85,10009980-rebound,0.36
86,10010011-harold,0.41875
87,10010084-wherever_you_are,0.36333333333333334
88,10010114-coyote,0.6125
89,10010153-bitch_slap,0.325
90,10010208-chocolate,0.615
91,10010229-dostana,0.55
92,10010237-tokyo,0.6666666666666666
93,10010249-the_garden,0.59375
94,10010334-leaves_of_grass,0.70625
95,10010350-restless,0.44166666666666665
96,10010458-proposal,0.48214285714285715
97,10010505-market,0.6666666666666666
98,10010552-gigantic,0.45625
99,10010571-hush,0.45
100,10010596-paradise,1.0
101,10010667-hangover,0.6878968253968254
102,10010680-boogie,0.625
103,10010722-rumba,0.7022727272727273
104,10010760-miss_march,0.17894736842105263
105,10010787-endgame,0.4875
106,10010940-happy_tears,0.41
107,10010944-missing_person,0.6666666666666666
108,10010972-mammoth,0.4589285714285714
109,10011016-messenger,0.7456060606060606
110,10011045-understudy,0.55
111,1001115-apartment,0.9194444444444445
112,10011154-golden_boys,0.315
113,10011235-fame,0.4740740740740741
114,10011243-tormented,0.5277777777777778
115,10011253-audition,0.78125
116,10011304-thirst,0.6635416666666667
117,10011335-vengeance,0.725
118,1001138-april_fools_day,
119,10011435-shrink,0.4785714285714286
120,10011460-lonesome,0.5
121,10011489-bananas,0.5875
122,10011699-leslie_my_name_is_evil,0.3875
123,10011736-suck,0.375
124,10011846-nobodys_perfect,0.73125
125,10011857-high_life,0.75
126,1001193-around_the_world_in_80_days,0.6125
127,10011944-good_heart,0.4154166666666667
128,10011946-wonderful_world,0.5318181818181817
129,10011947-love_hurts,0.7
130,10011950-three_blind_mice,0.625
131,10012039-lottery_ticket,0.4819444444444445
132,10012042-going_the_distance,0.5521428571428572
133,10012044-life_as_we_know_it,0.47430555555555554
134,10012141-kids_are_all_right,0.845
135,10012147-lucky,0.4
136,10012150-high_school,0.38125
137,10012213-welcome,0.65625
138,1001240-arthur,0.7583333333333333
139,10012426-lottery,0.6333333333333333
140,1001526-bachelor_party,0.675
141,1001553-bad_company,0.7333333333333334
142,1001781-batman,0.6555555555555556
143,1001902-beauty_and_the_beast,0.975
144,1002061-best_defense,0.1
145,1002178-best_of_times,0.4
146,1002213-better_off_dead,0.55
147,1002310-big_business,0.375
148,1002361-big_town,0.5625
149,1002571-blind_date,0.8125
150,1002930-born_yesterday,0.6
151,1003033-brazil,0.6833333333333332
152,1003276-burglar,0.25
153,1003309-buster,0.75
154,1003318-butch_cassidy_and_the_sundance_kid,0.875
155,1003339-bye_bye_birdie,0.7
156,1003399-calamity_jane,0.75
157,1003722-casino_royale,0.6
158,1003746-cat_and_mouse,0.8
159,1003747-cat_and_the_canary,
160,1003883-charade,0.7
161,1003972-checking_out,0.5
162,1004151-christmas_story,0.875
163,1004323-clean_slate,0.625
164,1004329-cleopatra,0.8
165,1004330-cleopatra,0.6
166,1004463-college,0.6375000000000001
167,1004485-colors,0.7083333333333334
168,1004552-comfort_and_joy,0.8250000000000001
169,1004703-convoy,0.4
170,1004985-cross_my_heart,0.59375
171,1004995-crossroads,0.875
172,1005199-dangerous_liaisons,0.73125
173,1005399-dead_heat,0.275
174,1005875-dinner_at_eight,0.775
175,1006223-how_the_grinch_stole_christmas,1.0
176,1006250-dragnet,0.605
177,1006287-dream_team,0.5
178,1006425-easy_money,0.6875
179,1006510-electric_dreams,0.7375
180,1006872-exodus,0.8
181,1007073-fandango,0.4
182,1007077-fanny,0.8
183,1007154-father_of_the_bride,0.8
184,1007195-feds,0.75
185,1007230-fever_pitch,0.05
186,1007517-flash_gordon,0.75
187,1007522-flashback,0.6166666666666667
188,1007657-footloose,0.6
189,1007739-foul_play,0.6000000000000001
190,1007839-freaky_friday,0.5416666666666666
191,1007910-fright_night,0.6749999999999999
192,1007977-fun_with_dick_and_jane,0.625
193,1007990-funny_farm,0.5375
194,1008166-general,0.99
195,1008623-goodbye_girl,0.675
196,1008852-great_race,0.9
197,1008942-greetings,0.65
198,1009027-gullivers_travels,0.8
199,1009058-gung_ho,0.5
200,1009096-hairspray,0.7833333333333333
201,1009219-hardcore,0.8
202,1009399-heat,0.5
203,1009427-heaven_can_wait,0.775
204,1009434-heavy_petting,0.25
205,1009548-heroes,0.5
206,1009583-hidden_fortress,0.89
207,1009601-high_hopes,0.85
208,1009716-hobsons_choice,0.9
209,1010004-hound_of_the_baskervilles,0.8
210,1010230-hunter,0.4875
211,1010431-importance_of_being_earnest,1.0
212,1010978-jazz_singer,0.4
213,1010979-jazz_singer,0.275
214,1011623-king_of_comedy,0.7833333333333333
215,1011638-king_solomons_mines,0.6
216,1011639-king_solomons_mines,0.8
217,1011813-lady_vanishes,0.8550000000000001
218,1011818-ladykillers,1.0
219,1011974-last_resort,0.25
220,1012362-like_father_like_son,0.25
221,1012370-lilies_of_the_field,0.6
222,1012439-little_lord_fauntleroy,0.8
223,1012440-little_lord_fauntleroy,
224,1012506-little_romance,0.55
225,1012515-little_shop_of_horrors,0.875
226,1012611-lolita,0.7
227,1012665-longest_yard,0.6333333333333334
228,1012754-losin_it,0.4
229,1012813-love_bug,0.4000000000000001
230,1012839-love_on_the_run,0.5
231,1012871-lovesick,0.4
232,1012874-loving_couples,0.25
233,1012875-loving_you,0.5
234,1013004-made_in_heaven,0.5
235,1013035-magic_flute,0.8583333333333334
236,1013089-main_event,0.5
237,1013201-man_who_came_to_dinner,0.9
238,1013259-mannequin,0.19166666666666665
239,1013427-marty,0.8083333333333332
240,1013488-masquerade,0.75
241,1013912-milky_way,0.65
242,1013919-million_dollar_mystery,0.25
243,1014061-mister_roberts,0.75
244,1014096-modern_girls,0.25
245,1014138-monkey_business,0.65
246,1014453-music_man,1.0
247,1014804-neighbors,0.75
248,1015002-night_at_the_opera,1.0
249,1015079-night_to_remember,0.8666666666666667
250,1015196-no_mans_land,0.75
251,1015224-nobodys_fool,0.5
252,1015380-odd_couple,0.9583333333333334
253,1015567-one_two_three,0.6
254,1015639-only_when_i_laugh,0.25
255,1015698-orphans,0.6875
256,1015753-out_of_the_dark,0.7
257,1015967-party,0.725
258,1016119-pennies_from_heaven,0.45
259,1016142-perfect_strangers,
260,1016338-pink_panther,
261,1016359-piranha,
262,1016363-pirates,0.25
263,1016512-pollyanna,1.0
264,1016534-popeye,0.6916666666666668
265,1016561-porkys,0.4916666666666667
266,1016793-private_lessons,0.3
267,1016819-producers,1.0
268,1016943-pygmalion,0.8
269,1017306-reckless,
270,1017328-red_heat,0.675
271,1017641-risky_business,0.7833333333333333
272,1017745-rock_n_roll_high_school,0.5
273,1017827-romantic_comedy,0.5541666666666667
274,1017991-runaway,0.45
275,1018009-running_scared,0.75
276,1018047-sabrina,0.8083333333333332
277,1018069-sahara,
278,1018283-savages,0.875
279,1018702-shaggy_dog,0.4000000000000001
280,1018862-shock_to_the_system,0.735
281,1018891-short_circuit,0.4041666666666666
282,1018907-shorts,0.7
283,1018909-shot_in_the_dark,0.8
284,1018915-show_boat,0.8
285,1019026-simon,0.6
286,1019128-skin_deep,0.64375
287,1019234-smile,0.75
288,1019609-spellbound,0.8
289,1019716-spring_break,0.225
290,1019743-squeeze,0.25
291,1019777-stage_fright,0.5
292,1019779-stakeout,0.75
293,1020130-sting,0.8892857142857142
294,1020287-stranger,0.65
295,1020415-suddenly,0.75
296,1020451-summer_school,0.35000000000000003
297,1020488-sunshine_boys,0.69375
298,1020639-surrender,0.5
299,1020861-taming_of_the_shrew,0.65
300,1020896-tarzan_the_ape_man,0.8
301,1020897-tarzan_the_ape_man,0.5125
302,1021007-tempest,0.75
303,1021008-tempest,0.0
304,1021130-that_darn_cat,0.7
305,1021262-thirst,0.7
306,1021312-three_amigos,0.375
307,1021558-to_be_or_not_to_be,0.725
308,1021699-top_secret,0.6638888888888889
309,1021746-touch_and_go,0.875
310,1021765-tough_guys,0.5
311,1022079-true_love,0.75
312,1022170-twelve_chairs,0.9
313,1022191-twins,0.6
314,1022225-two_of_a_kind,0.375
315,1022369-unfaithfully_yours,0.8
316,1022570-vice_versa,0.875
317,1023007-walking_tall,
318,1023286-were_no_angels,0.75
319,1023299-wedding,0.6875
320,1023316-weird_science,0.575
321,1023320-welcome_home,0.5
322,1023543-white_christmas,0.7125
323,1023854-witness,0.8949999999999999
324,1023906-women,0.8458333333333333
325,1024407-yours_mine_and_ours,0.875
326,1028561-where_the_heart_is,0.375
327,1028711-mystery_train,0.8375
328,1029072-kiss_of_death,0.5
329,1029112-alice_in_wonderland,0.6749999999999999
330,1029161-my_blue_heaven,0.8
331,1029408-bombshell,0.8
332,102_dalmatians,0.4270833333333333
333,1030709-sibling_rivalry,0.4375
334,1031086-ghost,0.7138888888888889
335,1031435-adventures_of_huckleberry_finn,0.6
336,1032180-after_hours,0.835
337,1032409-boy_meets_girl,0.8583333333333334
338,1032522-alice,0.75
339,1032808-partner,0.8
340,1034067-switch,0.5625
341,1034151-oscar,0.6
342,1034188-cyrano_de_bergerac,0.7583333333333333
343,1035795-slither,0.75
344,1036129-miracle,0.7
345,1036179-hot_shots,0.5
346,1036420-party_girl,0.4
347,1037017-paradise,0.45
348,1037024-commitments,0.7607142857142858
349,1037105-front_page,0.7
350,1037161-frankie_and_johnny,0.575
351,1037649-my_girl,0.6375
352,1037864-father_of_the_bride,0.725
353,1038237-platinum_blonde,
354,1038510-black_cat,1.0
355,1038613-italian_job,0.71
356,1038726-beethoven,0.47500000000000003
357,1038990-cutting_edge,0.6178571428571429
358,1039460-all_i_want_for_christmas,0.3875
359,1039511-class_act,0.45
360,1039642-poison_ivy,0.5750000000000001
361,1039676-out_on_a_limb,0.3
362,1039796-boomerang,0.4625
363,1040325-friends,0.25
364,1040378-cool_world,0.3458333333333334
365,1040379-singles,0.7138888888888889
366,1040798-husbands_and_wives,0.8949999999999999
367,1040893-hero,0.7
368,1041412-monsieur_beaucaire,
369,1042059-leap_of_faith,0.825
370,1042122-in_the_soup,0.61875
371,1042466-boiling_point,0.5666666666666667
372,1042491-indian_summer,0.545
373,1043331-born_yesterday,0.38125
374,1043812-red,1.0
375,1043960-made_in_america,0.5499999999999999
376,1045408-boys_night_out,0.8
377,1045519-night_and_day,0.85
378,1045568-strictly_ballroom,0.795
379,1045706-calendar_girl,0.3392857142857143
380,1045992-much_ado_about_nothing,0.85
381,1046035-airborne,0.2
382,1046049-fatal_instinct,0.4375
383,1046227-cool_runnings,0.6321428571428571
384,1046435-beverly_hillbillies,0.37083333333333335
385,1046656-farmers_wife,0.7
386,1046723-man_who_loved_women,0.5
387,1046772-three_musketeers,0.4666666666666667
388,1046893-adams_rib,0.7
389,1047928-gunmen,0.2916666666666667
390,1048185-naked,0.8666666666666667
391,1049183-chase,0.65
392,1049883-alice,0.8000000000000002
393,1050560-clean_slate,0.35
394,1050728-sirens,0.6666666666666666
395,1052200-dream_lover,0.6583333333333333
396,1052608-circus,1.0
397,1052609-kid,0.8
398,1053155-lassie,0.6
399,1053779-mask,0.6055555555555556
400,1054344-it_could_happen_to_you,0.8416666666666667
401,1054794-three_musketeers,
402,1055255-milk_money,0.34062499999999996
403,1055365-barcelona,0.6749999999999999
404,1055833-angels_in_the_outfield,0.4
405,1055875-only_you,0.5
406,1056359-head,0.7125
407,1058426-junior,0.5
408,1058516-street_fighter,0.31666666666666665
409,1058923-shallow_grave,0.77
410,1058955-bad_company,0.75
411,1059487-nobodys_fool,0.8138888888888889
412,1059857-top_dog,0.21666666666666667
413,1059858-man_of_the_house,0.55
414,1060720-kiss_of_death,0.545
415,1061171-old_dark_house,0.9
416,1061860-cure,0.53125
417,1062111-search_and_destroy,0.55
418,1062483-bad_boys,0.46749999999999997
419,1062983-smoke,0.7150000000000001
420,1065598-babe,0.8916666666666666
421,1065868-fair_game,0.265
422,1066050-party_girl,0.52
423,1066169-home_for_the_holidays,0.6527777777777778
424,1066170-kicking_and_screaming,0.6285714285714287
425,1066712-to_die_for,0.7928571428571428
426,1067137-it_takes_two,0.41
427,1067234-boomerang,0.5
428,1067318-reckless,0.625
429,1068326-sabrina,0.6708333333333334
430,1068486-enforcer,0.7
431,1069419-black_sheep,0.3875
432,1071167-twister,0.7318181818181819
433,1071459-man_of_the_year,0.6625
434,1071464-last_supper,0.628125
435,1071769-cold_comfort_farm,0.7821428571428571
436,1072107-matilda,0.7875
437,1072385-kingpin,0.6916666666666668
438,1072404-scandal,0.7
439,1072875-jack,0.40499999999999997
440,1072957-freeway,0.7
441,1072971-girls_town,0.75
442,1072990-harriet_the_spy,0.5104166666666666
443,1073023-house_arrest,0.34285714285714286
444,1073078-man_who_wasnt_there,0.3875
445,1073124-one_and_only,0.5625
446,1073161-bulletproof,0.375
447,1073315-associate,0.4875
448,1073316-emma,0.7886363636363637
449,1074108-101_dalmatians,0.625
450,1074374-one_fine_day,0.5700000000000001
451,1074465-michael,0.5708333333333333
